id,Sector,Código de Comité,Nombre del Comité ,Codigo,ICS,Edición,Precio Letras,Precio,Nombre,correspondencia,Organismo de la norma de correspondencia,Objeto y campo de aplicación,Fecha de aprobación,Normas de referencia,Normas que la referencian,Número de paginas,historico ,Marco regulatorio,Tipo de Norma,Normas Populares,Estado,Sustituida por
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO 14065:2015,13.020.40,2, F,16830,"Gase de efecto invernadero. Requisitos para los organismos que realizan la validación y la verificación de gases de efecto invernadeo, para su uso en acreditación u otras formas de reconocimiento.",ISO 14065:2013 ,ISO,"Esta Norma Internacional especifica los principios y requisitos para los organismos que llevan a cabo la validación o la verificación de las declaraciones de gases de efecto invernadero (GEI).
Este es un programa de GEI neutral. Si se aplica un programa de GEI, los requisitos de ese programa de GEI son adicionales a los requisitos de esta Norma Internacional.
",2015-03-20,INTE/ISO 14064-3,,36,,,Requisitos,,Activa,
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO/TR 14069:2015,13.020.40,1, K,38830,Gase de efecto invernadero. Cuantificación e informe de las emisiones de gases de efecto invernadero para las organizaciones. Orientación para la aplicación de la Norma ISO 14064-1.,ISO/TR 14069:2013 ,ISO,"Este Informe Técnico describe los principios, conceptos y métodos relacionados con la cuantificación y el informe de emisiones de GEI directas e indirectas para una organización. Proporciona orientación para la aplicación de la Norma INTE/ISO 14064-1 en los inventarios de gases de efecto invernadero en una organización, para la cuantificación y el informe de emisiones directas, emisiones indirectas por energía y otras emisiones indirectas.
Este Informe Técnico describe, para todas las organizaciones, incluidas las autoridades locales, los pasos para:
—	establecer los límites de la organización, de acuerdo con su enfoque de control (financiero u operacional) o cuota de participación correspondiente,
—	establecer los límites operativos mediante la identificación de las emisiones directas y las emisiones indirectas por energía que se van a cuantificar e informar, así como cualquier otra emisión indirecta que la organización elija cuantificar e informar, para cada categoría de emisiones se proporciona orientación sobre las metodologías y límites específicos para la cuantificación de emisiones y remociones de GEI,
—	informar los GEI: se proporciona orientación para promover la transparencia con relación a los límites, las metodologías usadas para la cuantificación de emisiones y remociones directas e indirectas de GEI, y la incertidumbre de los resultados.
En el Anexo A se presenta una tabla de correspondencia entre la numeración de la Norma INTE/ISO 14064 1:2006 y este Informe Técnico.
Los ejemplos y estudios de caso presentados en este Informe Técnico no son excluyentes ni exhaustivos. Los valores de los factores de emisión o de remoción mencionados en los ejemplos se incluyen únicamente con propósitos ilustrativos. En el Anexo B se presenta una lista no exhaustiva de referencias de bases de datos.
",2015-03-20,INTE/ISO 14064 1:2006,,107,,,,,Activa,
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO 14024:2003,03.100.70,1, E,14300,Etiquetas y declaraciones ambientales. Etiquetado ambiental tipo I. Principios y procedimientos.,ISO 14024 ,ISO,"Esta Norma Internacional establece los principios y procedimientos para desarrollar los programas de etiquetado ambiental tipo I, incluyendo la selección de las categorías, los criterios ambientales y las características funcionales de producto, para evaluar y demostrar su cumplimiento. Esta Norma Internacional establece también, los procedimientos de certificación para el otorgamiento de la etiqueta.",2003-03-29,INTE-ISO 14020:2001,,21,,,,,Activa,
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO 14025:2007,13.020.10,1, F,16830,Etiquetas y declaraciones ambientales. Declaraciones ambientales tipo III. Principios y procedimientos.,ISO 14025:2006 ,ISO,"Esta Norma Internacional establece los principios y especifica los procedimientos para desarrollar programas de declaraciones ambientales tipo III y declaraciones ambientales tipo III. Establece específicamente la utilización de la serie de normas ISO 14040 en el desarrollo de programas de declaraciones ambientales tipo III y de declaraciones ambientales tipo III.
Esta Norma Internacional establece los principios para la utilización de la información ambiental, además de los que se proporcionan en la Norma ISO 14020.
Las declaraciones ambientales tipo III tal como se describe en esta Norma Internacional están fundamentalmente destinadas a la comunicación de negocio a negocio, pero no se descarta su utilización en la comunicación de negocios a consumidores, bajo ciertas condiciones.
Esta Norma Internacional no deja sin efecto, ni de modo alguno cambia la información ambiental requerida legalmente, las manifestaciones o el etiquetado, ni ningún otro requisito legal aplicable.
Esta Norma Internacional no contiene disposiciones específicas para un sector, que pueden encontrarse en otros documentos de ISO. Se pretende que las disposiciones sectoriales específicas relacionadas con las declaraciones ambientales tipo III presentes en otros documentos de ISO se basen en esta Norma Internacional y utilicen sus principios y procedimientos. 
",2007-12-21,"ISO 14020:2000, ISO 14021:1999, ISO 14024:1999, ISO 14040:2006, ISO 14044:2006, ISO 14050:2002
",,34,,,,,Activa,
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO 14021:2010,13.020.10,1, F,16830,Etiquetas y declaraciones ambientales. Autodeclaraciones ambientales (etiquetado ambiental tipo II).,ISO 14021 ,ISO,"Esta Norma Internacional especifica requisitos para las autodeclaraciones ambientales, incluyendo enunciados, símbolos y gráficos con relación a productos. Describe adicionalmente una selección de términos utilizados comúnmente en declaraciones ambientales y establece las condiciones para su uso. Esta Norma Internacional también describe una metodología de evaluación y verificación general para autodeclaraciones ambientales y métodos de evaluación y verificación específicos para las declaraciones seleccionadas en esta norma.
Esta Norma Internacional no excluye, anula, o modifica de alguna manera, la información  declaración o etiquetado, relativo al medio ambiente o algún otro requisito legal aplicable.
",2010-11-19,"ISO 7000, INTE/ISO 14020:2001
",,37,,,,,Activa,
,Gestión Ambiental,CTN 207,Gestión Ambiental,INTE/ISO 14020:2001,03.100.70,1, C,9130,Etiquetas y declaraciones ambientales. Principios generales.,ISO 14020 ,ISO,"Esta Norma Internacional establece las directrices para el desarrollo y uso de las etiquetas y declaraciones ambientales. Esta Norma Internacional está destinada a ser utilizada conjuntamente con otras normas pertinentes de la serie ISO 14020.
Esta Norma Internacional no está destinada a ser utilizada como una especificación para la certificación y el registro.
Nota	En esta serie existen otras Normas Internacionales que deben estar de acuerdo con los principios de esta Norma Internacional. Entre las otras normas actualmente incluidas en la serie INTE-ISO 14020 se encuentran las Normas INTE-ISO 14021, INTE-ISO 14024 e ISO 14025 (véase la Bibliografía).
",2001-03-28,N.A,,11,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-32:2013,13.220.20,1, F,16830,Protección contra incendios. Hidrantes de Barril Corto Seco Tipo Cabezote o Poste. Requisitos.,N.A,INTECO,"El objeto de esta norma es proveerles a los compradores, fabricantes, y proveedores con los requisitos mínimos para hidrantes de barril corto seco, tipo poste o cabezote, incluyendo los requisitos de materiales, diseño general, inspección, pruebas, enmarcación, y distribución.
Se puede hacer referencia a esta norma en las especificaciones para comprar y recibir hidrantes de barril corto seco, tipo cabezote o poste, además, se puede usar como guía para inspeccionar y evaluar materiales y diseño, pruebas, e inspección de hidrantes de barril corto seco.  Las estipulaciones de esta norma aplican cuando este documento haya sido utilizado como referencia y solamente con hidrantes de barril corto seco para uso en servicios de suministro de agua.
",2013-12-27,".  35206-MP-MINAET, INTE 21-01-20:2013, INTE 21-01-21:2013, INTE 21-01-31:2013, ASTM A575 96:2007, ASTM A576, ASTM A351, ANSI B18.2.1, ANSI B18.2.2, ANSI/ASTM A53, ANSI/ASTM A575, ANSI/ASTM A576, ANSI/AWWA C110/A21.10, ANSI/AWWA C111/A21.11, ANSI/AWWA C151/A21.51, ANSI/AWWA C550, ANSI/AWWA C600, ANSI/AWWA C603, ASTM A48, ASTM A126, ASTM A307, ASTM A395, ASTM A536, ASTM B16, ASTM B62, ASTM B124, ASTM B138, ASTM B154, ASTM B283, ASTM B584, ASTM B763, ASTM D2000, Fed. Spec.* HH-P-106d, Fed. Spec. TT-P-664, Fed. Spec. TT-C-494b, MIL-P-5514",,34,,,Requisitos,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-04-01:1996,13.020,1, B,6270,Tecnologías del fuego. Terminología.,UNE 23-026,AENOR,Esta norma tiene por objeto definir los términos aplicables a los ensayos de comportamiento al fuego de forma que constituyan una base común para el tratamiento del tema.,1996-09-08,N.A,,10,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-13:1996,13.020,1, A,4950,Sistema de extincion por espuma física de baja expanción. Sistemas fijos para protección de riesgos exteriores. Espuma pulverizada.,UNE 23-524-83,AENOR,"Esta norma fija las exijencias de los sistemas de descarga de espuma pulverizada, utilizados en la extinción de fuegos de derrames producidos bajo o alrededor de las estructuras y equipos de proceso ,de tanques horizontales y pequeños tanques verticales.
Estos sistemas solo son aplicables a la descarga de espuma de forma pulverizada. Algunos dispositivos y sistemas de espuma pulverizada no están diseñados para producir cobertura idóneas de descarga de agua, a efectos de enfriamiento.
La espuma pulverizada aplicada exteriormente a  tanques o recipientes a presión tiene la ventaja de producir un enfriamiento y un aislamiento mientras se extingue el fuego. La espuma no es un buen agente para la extinción de fuegos de líquidos inflamables que se desplazan en tres dimensiones, pero puede utilizarse para cubrir  y controlar un fuego, facilitando la  aproximación   y extinción por otros medios.
Los sistemas de espuma pulverizada pueden usarse también para proteger pequeños tanques de techo abierto con la superficie líquida inferior a los 18 m2.",1996,N.A,,4,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-18:1996,13.020,1, A,4950,"Sistemas fijos de extinción por polvo.
Sistemas de mangueras manuales.
",UNE 23-544,AENOR,"Los sistemas de extinción por polvo que utilizan manguera tienen por objeto suministrar el polvo a través de un conjunto de manguera y lanza, o pitón adecuado para este, conectado mediante tuberías fijas o directamente a un suministro de polvo. Indistintamente, puede existir un suministro de polvo para las mangueras manuales conectadas al mismo o el polvo puede llevarse por tubería desde el almacenamiento central para abastecer a varias mangueras o a sistemas fijos de funcionamiento manual o automático.
Los sistemas manuales de manguera deben usarse para suplementar los sistemas de protección de riesgos específicos por boquillas fijas o por extintores portátiles. Estos sistemas no deben usarse como sustituto de los sistemas fijos de extinción equipados con boquillas, excepto cuando el riesgo no puede protegerse por razones que lo justifiquen.
",1996,N.A,,5,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-17:1996,13.020,1, A,4950,"Sistemas fijos de extinción por polvo.
Sistemas de aplicación local.",UNE 23-543,AENOR,"Los sistemas de aplicación local tienen por objeto  descargar el polvo a través de boquillas conectadas a un sistema de tuberías, directamente sobre el fuego.
Los sistemas de aplicación local pueden utilizarse para la extinción de fuegos de líquidos inflamables o combustibles, gases, sólidos de poco espesor tales como capas de pintura, cuando el riesgo no está cerrado o cuando el cerramiento no cumple las exigencias para uso de sistema de inundación total.
La aplicación del polvo puede  realizarse por boquillas situadas sobre el lateral del  objeto o situadas encima de éste.",1996,N.A,,4,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-15:1996,13.020,1, C,9130,"Sistemas fijos de extinción por polvo. 
Generalidades.",UNE 23541,AENOR,"Esta norma fija las exigencias de carácter general, aplicables a la instalación funcionamiento de los sistemas fijos de extinción a base de polvo químico.  Estas exigencias son, normalmente, comunes a todos los sistemas de polvo que descargan éste a través de boquillas y tuberías fijas o de mangueras, mediante la acción de un gas impulsor.
Los sistemas de polvo son, en general, aplicables en incendios de acuerdo a la siguiente clasificación en el orden de mayor efectividad B-C-A en los que se precisa una rápida eliminación de la llama.  
Estos sistemas no son adecuados para la extinción de fuegos clase D.
Nota. Para la clasificación de fuegos, ver norma INTE 21-04-02-96.
Los sistemas de extinción por polvo pueden usarse para la protección de áreas:
- Las áreas protegidas contra el fuego por sistemas de polvo deben ser tales que no se produzca un escape importante de la descarga del polvo. A este fin, las aberturas tales como puertas, ventanas, etc. deben cerrarse antes o simultáneamente con la puesta en funcionamiento del sistema. Si existen aberturas que no puedan cerrarse, éstas se protegerán con sistemas de aplicación local.
La descarga de polvo en locales herméticos puede provocar, en ocasiones, un incremento de la presión en los mismos y en tales casos deben existir dispositivos de alivio de presión. Debe contar con una alarma audio-visual, y un retardador de tiempo que permita la evacuación segura de las personas.
- La protección de los riesgos con sistemas de polvo requiere que por la aplicación del mismo, el fuego no se extienda a zonas próximas, y por ello, la aplicación de polvo debe ser tal, que se evite la propagación del fuego o el escape de la nube de éste.
- Los sistemas que protegen riesgos, deben de contar con un dispositivo que elimine el flujo de combustible o energía que corte automáticamente al ponerse en marcha el sistema de extinción.
* El sistema fijo de extinción por polvo se recomienda utilizar en las zonas de riesgo que se indica en el anexo A.",1996,N.A,,12,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-04:1996,13.020,1, B,6270,"Sistemas de rociadores de agua.
Tipología.",UNE 23-591,AENOR,Esta norma tiene por objeto definir y describir los tipos de sistemas utilizados en el empleo de rociadores de agua para extinción de incendios. ,1996,N.A,,6,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-08:1996,13.020,1, B,6270,"Sistemas de rociadores automáticos de agua. Inspección, pruebas y aprobaciones.",UNE 23-596,AENOR,"Esta norma tiene por objeto definir las operaciones a realizar para comprobar las condiciones que han de cumplir los Sistemas de Rociadores Automáticos en sus fases de diseño, puesta en servicio (recepción) y mantenimiento.",1996,"INTE 21-01-19:1996, INTE 21-01-03:1996, INTE 21-01-04:1996, INTE 21-01-05:1996, INTE 21-01-06:1996, INTE 21-01-07:1996, INTE 21-01-23:1998,INTE 21-01-09:1996 
",,7,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-03:1996,13.020,1, D,11550,Sistema de rociadores de agua. Generalidades.,UNE 23-590,AENOR,"Esta norma tiene por objeto definir el contenido y el campo de aplicación de los sistemas fijos de rociadores que, utilizando el agua como agente extintor, la descarga de forma automática sobre un objeto o área.",1996,N.A,,16,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-06:1996,13.020,1, C,9130,"Sistemas de rociadores automáticos.
Parámetros de diseño.",UNE 23-593,AENOR,Esta norma tiene por objeto proporcionar todos los parámetros que se necesitan para diseñar los sistemas de rociadores automáticos.,1996,N.A,,15,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-05:2002,13.020,1, B,6270,"Sistemas de rociadores automáticos.
Clasificación de riesgos.",UNE 23-592,AENOR,"Esta norma tiene por objeto clasificar la peligrosidad de incendio existente en los locales a proteger, denominándose clase de riesgo.",,N.A,,7,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-07:1998,13.020,1, A,4950,"Sistemas de rociadores automáticos de agua.
Diseño de las tuberías.",UNE 23-594,AENOR,"Esta norma tiene por objeto deteminar el cálculo hidráulicos para diseñar la red de tuberías que alimentan a los rociadores automáticos, desde la base de columna ascendente hasta el rociador más alejado del sistema.",1998,N.A,,5,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-16:1996,13.020,1, A,4950,Sistema de inundación total.,UNE 23-542,AENOR,"Los sistemas de inundación total tienen por objeto provocar una descarga de polvo alrededor del riesgo, dento de un espacio total o parcialmente cerrado.
Este tipo de sistemas pueden usarse cuando existe un espacio permanentemente cerrado, parcial o totalmente, alrededor del riesgo que es adecuado para facilitar la concentración requerida para la extinción. El área total de las aberturas sin cerrar no debe exceder del 15% del área total de las paredes, techo y  suelo del recinto.
",1996,N.A,,5,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-11:1996,13.020,1, B,6270,Sistema de extinción por espuma física de baja expansión. Sistemas fijos para protección de riesgos interiores.,UNE 23-522.,AENOR,"Esta norma fija las exigencias de los sistemas de extinción por espuma física de baja expansión, utilizados como protección primaria en riesgos específicos, incluyendo o no la estructura.  Estos sistemas son particularmente aplicables al almacenamiento y manipulación, bajo techo, de combustibles y líquidos calientes, líquidos inflamables y combustibles con un punto de inflamación inferior a 60º C. La espuma aplicada puede lanzarse en forma de chorro o pulverizada.
Una aplicación típica de los sistemas fijos de extinción por espuma son las áreas de almacenamiento, las zonas expuestas a grandes derrames, los equipos de proceso, las salas de bombas, los tanques abiertos tales como los tanques de inmersión, de mezcla, de temple, etc., de las plantas químicas, instalaciones de extracción por disolventes, plantas de destilación y refinerías.
La espuma en forma pulverizada no debe utilizarse sobre combustibles solubles en agua cuyo espesor sea superior a 25 mm. En este caso, debe utilizarse espuma tipo antialcohol, siempre que el sistema pueda trabajar con este tipo de espuma.",1996,N.A,,8,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-12:1996,13.020,1, E,14300,Sistema de extinción por espuma física de baja expansión. Sistemas fijos para protección de riesgos exteriores. Tanques de almacenamiento de combustibles líquidos.,UNE 23-523,AENOR,"Esta norma fija las exigencias que son específicamente aplicables a los diferentes tipos de sistemas fijos de extinción por espuma física de baja expansión con bocas fijas de descarga.  Estos sistemas se utilizan en la protección de tanques de almacenamiento y de proceso de líquidos inflamables y combustibles situados a la intemperie.
Los tanques que contienen combustibles líquidos de la clase D no suelen protegerse con espuma. La protección con espuma de estos combustibles líquidos puede ser conveniente cuando concurran situaciones particulares, tales como el almacenamiento de productos muy costosos o de líquidos calentados por encima de su punto de inflamación.",1996,N.A,,22,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-10:1996,13.020,1, B,6270,"Sistemas de extinción por espuma física
de baja expansión. Generalidades.",UNE 23-521-90,AENOR,"El objeto de esta norma (y sus complementarias INTE 21-01-11-96 a INTE 21-01-14-96 y la norma UNE 23-526) es fijar las exigencias mínimas relativas al diseño, instalación, prueba, inspección, funcionamiento y mantenimiento de los sistemas, fijos o móviles, de extinción por espuma física de baja expansión, en riesgos situados al interior o a la interperie.  Las normas INTE 21-01-11-96 a INTE 21-01-14-96 recogen, respectivamente, la protección por espuma en los casos siguientes:
INTE 21-01-11-96 - Protección de riesgos interiores.
INTE 21-01-12-96 - Protección de riesgos exteriores: tanques de almacenamiento de combustibles líquidos.
UNE 23-524 Protección de riesgos exteriores: sistema de espuma pulverizada.
INTE 21-01-14-96 - Protección de riesgos exteriores: sistemas móviles: monitores, lanzas y torres.
En la norma UNE 23-526 se indican los ensayos de recepción de los sistemas de extinción por espuma.
Estas normas no son aplicables a los sistemas de espuma física de media y alta expansión, ni a los sistemas de espuma química.",1996,"INTE 21-01-11:1996, INTE 21-01-12:1996, INTE 21-01-10:1996, INTE 21-01-14:1996, UNE 23-524, UNE 23-526",,10,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-09:1996,13.020,1, A,4950,Sistemas de rociadores de agua. Abastecimento de agua. Categoría mínima de abastecimiento en función de la clase de riesgo. ,UNE 23-597,AENOR,"Esta norma tiene por objeto establecer la correspondencia entre las clases de riesgo y la categoría mínima de abastecimiento de agua, con el fin de definir su tipo y dimensión, para los Sistemas de Rociadores de Agua contemplados en la norma  INTE 21-01-03-96.",1996,"INTE 21-01-19:1996, INTE 21-01-05:1996 
",,4,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-14:1996,13.020,1, C,9130,"Sistemas fijos de extinción por polvo. 
Generalidades.",UNE 23541,AENOR,"Esta norma fija las exigencias de carácter general, aplicables a la instalación funcionamiento de los sistemas fijos de extinción a base de polvo químico.  Estas exigencias son, normalmente, comunes a todos los sistemas de polvo que descargan éste a través de boquillas y tuberías fijas o de mangueras, mediante la acción de un gas impulsor.
Los sistemas de polvo son, en general, aplicables en incendios de acuerdo a la siguiente clasificación en el orden de mayor efectividad B-C-A en los que se precisa una rápida eliminación de la llama.  
Estos sistemas no son adecuados para la extinción de fuegos clase D.
Nota. Para la clasificación de fuegos, ver norma INTE 21-04-02-96.
Los sistemas de extinción por polvo pueden usarse para la protección de áreas:
- Las áreas protegidas contra el fuego por sistemas de polvo deben ser tales que no se produzca un escape importante de la descarga del polvo. A este fin, las aberturas tales como puertas, ventanas, etc. deben cerrarse antes o simultáneamente con la puesta en funcionamiento del sistema. Si existen aberturas que no puedan cerrarse, éstas se protegerán con sistemas de aplicación local.
La descarga de polvo en locales herméticos puede provocar, en ocasiones, un incremento de la presión en los mismos y en tales casos deben existir dispositivos de alivio de presión. Debe 
contar con una alarma audio-visual, y un retardador de tiempo que permita la evacuación segura de las personas.
- La protección de los riesgos con sistemas de polvo requiere que por la aplicación del mismo, el fuego no se extienda a zonas próximas, y por ello, la aplicación de polvo debe ser tal, que se evite la propagación del fuego o el escape de la nube de éste.
- Los sistemas que protegen riesgos, deben de contar con un dispositivo que elimine el flujo de combustible o energía que corte automáticamente al ponerse en marcha el sistema de extinción.
* El sistema fijo de extinción por polvo se recomienda utilizar en las zonas de riesgo que se indica en el anexo A.",1996,N.A,,12,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-19:1996,13.020,1, F,16830,Sistema de abastecimiento de agua contra incendios.,UNE 23-500 ,AENOR,"Esta norma establece los sistemas de abastecimiento de agua utilizados para la alimentación de los sistemas específicos de extinción de incendios que emplean este agente extintor, tales como los tratados en las normas UNE siguientes:
UNE 23-501 a UNE 23-507, ""Sistemas fijos de agua pulverizada"".
INTE 21-01-10-96 a 21-01-14-96, ""Sistemas de extinción por espuma de baja expansión"".
INTE 21-01-03-96 a 21-01-09-96, ""Sistemas de rociadores automáticos de agua"".",1996,"UNE 23-400/1, UNE 23-400/2, UNE 23-400/3, UNE 23-400/4, UNE 23-400/5, UNE 23-501, UNE 23-502, UNE 23-504, UNE 23-505, UNE 23-506, UNE 23-507, INTE 21-01-10:1996, INTE 21-01-11:1996, INTE 21-01-12:1996, INTE 21-01-13:1996, INTE 21-01-14:1996, INTE 21-01-03:1996, INTE 21-01-04:1996, INTE 21-01-05:1996, INTE 21-01-06:1996, INTE 21-01-07:1996, INTE 21-01-08:1996, INTE 21-01-09:1996",,31,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-02-01:1996,13.020,1, B,6270,Seguridad contra incendios. Señalización.,UNE 23-033,AENOR,"La presente norma define las señales de seguridad a utilizar en el campo de la protección y la lucha contra incendios. Su campo de aplicación se extiende de forma tan amplia como sea posible a todas las situaciones donde es obligatorio o útil dar las indicaciones públicas sobre la localización y la naturaleza de:
a) medios de alarma y alerta,
b) medios de evacuación,
c) equipos de lucha contra incendios,
d) dispositivos destinados a evitar la propagación del fuego
e) zonas que presentan un riesgo particular de incendio.
Todas las señales deben ser utilizadas con el sentido que se les da en la presente norma.
Esta norma no es aplicable a los símbolos utilizados en la norma INTE 21-04-03-96.",2001-08-30,"INTE 31-07-01:2000, INTE 21-04-03:1996  
",,9,,,,,Eliminada,INTE 21-02-01:2016
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-02-05:2015,"23.020.30, 75.200",1, D,11550,"Gas licuado de Petróleo.
Cilindros recargables (GLP).  Reguladores de baja presión para uso doméstico. Parte 1B. Conexión rápida. 
Requisitos. 
",NTP 350.074-2:1995 ,INDECOPI,"1.1 Esta Norma Técnica establece los requisitos que deben cumplir los reguladores para gases licuados de petróleo (GLP) de baja presión para uso doméstico, a ser conectados a las válvulas especificadas en el RTCA 23.01.28:05 de los recipientes portátiles de hasta 45 kg de capacidad especificados en el RTCA 23.01.29:05.
1.2 Esta Norma Técnica se aplica a los reguladores de baja presión para gases licuados de petróleo (GLP), con capacidad de reducir presiones de entrada comprendidas entre 70 kPa a 1020 kPa (0,7 bar a 10 bar), hasta presiones de salida comprendidas entre 2,3 kPa a 3,3 kPa (230 mm a 330 mm de columna de agua), para una capacidad de energía calorífica máxima de 38,1 kW (32 760 kcal/h), operando a una temperatura comprendida entre -20 °C a 50 °C.
1.3 La presente norma específica los requisitos de los materiales de construcción, la operación y el rendimiento de los componentes de los reguladores de baja presión para el uso con los gases licuados de petróleo conforme a lo establecido en el RTCA 75.01.21:05.",2015-09-15,"INTE/ISO 10286:2014, INTE 21-02-05:2014, INTE 21-02-06:2014, INTE 21-02-07:2014, ISO 6447, BS 3212
",,19,,,Requisitos,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-03-02:1996,13.020,1, D,11550,Protección contra incendio. Planes de emergencia.,N.A,INTECO,"Esta norma tiene por objeto establecer el procedimiento que se debe seguir para la elaboración e implantación de un Plan de Emergencia contra incendio, que está integrado por una serie de actividades desarrolladas en forma progresiva, desde la identificación por la evaluación de riesgos, los recursos disponibles, la elaboración del plan de autoprotección, mejoras de la planta física hasta la enseñanza práctica a través de ejercicios.
Esta norma es para el uso y guía de los “Administradores”, jefes de seguridad, jefes de brigada o la persona responsable de la seguridad, elaboración y diseño del  Plan de Emergencias, según las necesidades de cada centro de trabajo (público o privado).",2001-08-30,N.A,,19,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-21:2013,13.220.20,2, E,14300,Protección contra incendios. Hidrantes de barril húmedo. Requisitos.,ANSI/AWWA C503,ANSI,"El objeto de esta norma es proveerles a los compradores, fabricantes, y proveedores con los requisitos mínimos para hidrantes de barril húmedo, incluyendo los requisitos de materiales, diseño, inspección, evaluación, enmarcación, y distribución.
Se puede hacer referencia a esta norma en las especificaciones para comprar y recibir hidrantes de barril húmedo, además, se puede usar como guía para inspeccionar y evaluar hidrantes de barril húmedo.  Las estipulaciones de esta norma aplican cuando este documento se ha usado como referencia, y solamente con hidrantes de barril húmedo para uso en servicios de suministro de agua.  
",2013-05-27,"35206-MP-MINAET, INTE 21-01-20:2013, PN INTE 21-01-31:2013 , ASTM A575 96:2007, ASTM A576, ASTM A351, ANSI B18.2.1, ANSI B18.2.2, ANSI/ASTM A53, ANSI/ASTM A575, ANSI/ASTM A576, ANSI/AWWA C110/A21.10, ANSI/AWWA C111/A21.11, ANSI/AWWA C151/A21.51, ANSI/AWWA C550, ANSI/AWWA C600, ANSI/AWWA C603, ASTM A48, ASTM A126, ASTM A307, ASTM A395, ASTM A536, ASTM B16, ASTM B62, ASTM B124, ASTM B138, ASTM B154, ASTM B283, ASTM B584, ASTM B763, ASTM D2000, Fed. Spec. HH-P-106d, Fed. Spec. TT-P-664, Fed. Spec. TT-C-494b, MIL-P-5514",,28,INTE 21-01-21:1996,,Requisitos,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-29:1996,13.020,1, E,14300,Protección contra incendio. Detectores automáticos.,N.A,INTECO,La presente norma clasifica y describe los detectores de incendios que se utilizan y explica los criterios de implantación de los mismos.,1996,N.A,,23,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-01-02:1996,13.020,1, E,14300,Procedimiento para el mantenimiento y recarga de los extintores portátiles.,NFPA 10 ,NFPA,"La presente norma tiene por objeto  establecer el  procedimiento para el mantenimiento y recarga de los extintores portátiles, que debe cumplir las empresas, propietarios o personal responsable de estas actividades.",1996,N.A,,24,,,,,Activa,
,Seguridad contra Incendios,CTN 21,Seguridad contra Incendios,INTE 21-07-02:1998,13.020,1, F,16830,"Plantas de almacenamiento y Envasado para GLP. Reglamento para el diseño,  construcción y operación segura.",N.A,INTECO,"Esta norma establece los requisitos técnicos que se deben observar y cumplir en todo el Territorio Nacional para el diseño, construcción y operación  de Plantas de Almacenamiento y envasado  de GLP con capacidad de almacenamiento mayor a 3 785 litros, en relación a las diversas operaciones de almacenamiento transporte y suministro. En las plantas que se recibe el GLP por gasoducto, este decreto aplica a partir de la última válvula del puente de medición.",1998,"INTE 21-01-24:1998, INTE 21-01-01:1996, INTE 21-04-03:1996, INTE 21-03-02:1996, INTE 31-07-03:1997, ASTM  A 53, CODEC",,35,,,,,Activa,
